cell_id,area,perimeter,centroid_x,centroid_y,eccentricity,solidity,extent,major_axis_length,minor_axis_length,orientation,equivalent_diameter,convex_area,filled_area,euler_number,feret_diameter_max,num_neighbors,junctions_3_cell,junctions_4_cell,junctions_5_cell,junctions_6_cell,junctions_7_cell,junctions_8plus_cell,total_junctions
31,225.0,58.970562748477136,1374.5377777777778,10.684444444444445,0.6481949895058349,0.9414225941422594,0.7352941176470589,20.091956541510832,15.299510469477283,0.4473115175758864,16.925687506432688,239.0,225.0,1,22.02271554554524,3,2,1,0,0,0,0,3
32,2815.0,218.95331880577402,1408.723623445826,31.883126110124334,0.6680267845953916,0.959114139693356,0.7208706786171575,71.60728255738813,53.285644793423835,0.15085997701799014,59.86793230461098,2935.0,2815.0,1,76.96752561957543,5,6,5,0,0,0,0,11
33,1174.0,136.76955262170048,1475.809199318569,20.662691652470187,0.5515536816677569,0.9560260586319218,0.8152777777777778,43.07034993726627,35.92667579266474,0.3328364884627341,38.66242653428625,1228.0,1174.0,1,47.43416490252569,4,3,0,0,0,0,0,3
34,626.0,98.17766952966369,1504.4121405750798,15.113418530351439,0.5136004527563954,0.9615975422427036,0.830238726790451,31.18098514665252,26.75420422378133,-0.9396494152245758,28.2320377409108,651.0,626.0,1,36.235341863986875,3,3,0,0,0,0,0,3
35,2846.0,212.75230867899737,1543.7413914265635,33.47329585382994,0.6546441864937299,0.9601889338731444,0.6963542941032542,69.77965395181646,52.74903339816911,0.474232206746602,60.196675525449685,2964.0,2846.0,1,73.10950690573696,5,7,2,0,0,0,0,9
36,709.0,108.66904755831213,1575.25952045134,14.118476727785614,0.5755558648030022,0.9620081411126187,0.6564814814814814,34.60728761030646,28.30054076662916,1.1475870641347332,30.045412914740087,737.0,709.0,1,38.47076812334269,4,3,2,0,0,0,0,5
37,662.0,125.97665940288702,1618.0332326283988,10.229607250755286,0.9221752567059025,0.851994851994852,0.5900178253119429,51.03160042864427,19.73760840649299,1.4015249689905593,29.03247455203703,777.0,662.0,1,51.03920062069938,4,0,4,0,0,0,0,4
38,195.0,54.89949493661167,1645.0461538461539,9.158974358974358,0.6750239020603594,0.9330143540669856,0.7738095238095238,18.652924991856487,13.762050843644655,-0.9664649951024668,15.756957549709801,209.0,195.0,1,22.20360331117452,3,0,2,0,0,0,0,2
39,587.0,97.25483399593904,1667.5945485519592,12.730834752981261,0.7049336638548149,0.9560260586319218,0.7411616161616161,33.20416271044497,23.550824080797298,-1.4428863236613771,27.33846397952051,614.0,587.0,1,34.785054261852174,4,2,2,0,0,0,0,4
40,1201.0,137.9827560572969,1706.1407160699416,17.408825978351373,0.7182861517200015,0.963884430176565,0.7252415458937198,47.76108377073221,33.229669063529705,1.320651265176375,39.1044843109704,1246.0,1201.0,1,47.92702786528704,3,3,0,0,0,0,0,3
41,3835.0,276.9533188057741,1737.1494132985658,48.88187744458931,0.8923106418328874,0.9081221880179967,0.7060014727540501,105.75966543874186,47.742227554491194,-0.25126766964391806,69.8775618783265,4223.0,3835.0,1,105.19030373565806,5,5,2,0,0,0,0,7
42,3329.0,278.5868324581534,1778.5488134574948,54.43706818864524,0.8458057861576457,0.834544998746553,0.5562238930659983,97.53452420367393,52.033783998014506,0.0818026511909268,65.10464226476755,3989.0,3329.0,1,96.17692030835673,6,4,2,2,0,0,0,8
43,4047.0,271.47413408594537,1822.1660489251296,34.9634297010131,0.5889373433606594,0.9271477663230241,0.6745,83.69256220467773,67.63854583547547,0.006775706327892747,71.78300939319278,4365.0,4047.0,1,94.57801012920498,4,2,1,3,0,0,0,6
44,260.0,63.591883092036774,1867.253846153846,11.403846153846153,0.4849219198827504,0.9252669039145908,0.7222222222222222,20.073362665856713,17.555308846085268,0.15602067733747949,18.19456736586892,281.0,260.0,1,22.02271554554524,4,0,2,1,0,0,0,3
45,733.0,121.11269837220809,1892.863574351978,14.416098226466575,0.7537594493729233,0.8852657004830918,0.6544642857142857,39.93021070025389,26.24015527846026,1.1635020734894244,30.549706811864404,828.0,733.0,1,45.27692569068709,3,3,1,1,0,0,0,5
46,576.0,105.79898987322333,1915.46875,21.963541666666668,0.9283682181597205,0.9568106312292359,0.8372093023255814,45.49028959251766,16.90700033795966,0.057893384428154955,27.081100010292303,602.0,576.0,1,44.64302857109943,2,3,0,0,0,0,0,3
47,1062.0,124.81118318204308,849.9981167608287,21.537664783427495,0.6623840415713352,0.9663330300272975,0.7224489795918367,42.69417658727451,31.98495955850573,-1.0324652351506287,36.772005609005646,1099.0,1062.0,1,46.51881339845203,5,4,2,1,0,0,0,7
48,366.0,84.2193000900063,1162.931693989071,9.972677595628415,0.8269885339808535,0.9631578947368421,0.56656346749226,31.0468843700367,17.45514167640674,1.4530438859705506,21.587164551489145,380.0,366.0,1,34.132096331752024,2,1,0,0,0,0,0,1
49,2590.0,257.0538238691624,1445.831274131274,50.868339768339766,0.9556415241569497,0.9197443181818182,0.6542056074766355,107.61696549970753,31.696672653322448,-0.03748690338730638,57.42552064077497,2816.0,2590.0,1,108.67382389517726,5,7,3,2,0,0,0,12
50,3627.0,234.42135623730948,253.32202922525502,46.65315687896333,0.5031187236281397,0.9742143432715552,0.6537490987743331,73.84543239821456,63.818500559788,0.9996605080555666,67.95616108017312,3723.0,3627.0,1,77.6659513557904,5,4,2,0,0,0,0,6
51,184.0,66.3492424049175,730.8097826086956,27.130434782608695,0.9538233981292932,0.8761904761904762,0.5935483870967742,29.1961801331812,8.769597736430828,0.13002256847507593,15.306079714651624,210.0,184.0,1,32.01562118716424,4,1,3,2,0,0,0,6
52,483.0,86.42640687119285,1604.6211180124224,21.407867494824018,0.8351013053432857,0.9621513944223108,0.6860795454545454,33.535181094951746,18.447575094075084,1.1842159867068456,24.798683434954437,502.0,483.0,1,33.24154027718932,4,1,4,0,0,0,0,5
53,1237.0,134.88225099390857,662.3314470493128,29.73726758286176,0.5237371015580183,0.9724842767295597,0.7016449234259784,43.431648868789786,36.99855084737844,0.9141644816487705,39.686235861283144,1272.0,1237.0,1,45.65084884205331,5,2,3,0,0,0,0,5
54,4375.0,288.62846301849606,1639.4646857142857,65.39291428571428,0.8662607817778549,0.916038525963149,0.6559220389805097,107.04142928916878,53.477051542610916,-0.09525808369996709,74.63526651802307,4776.0,4375.0,1,115.84903970253703,10,8,7,0,0,0,0,15
55,2706.0,217.7228714274745,1863.2627494456763,62.99926090169993,0.8110226206329031,0.9605963791267306,0.6496998799519808,78.06958271939307,45.67186082708829,0.0408567067256252,58.69741227731722,2817.0,2706.0,1,85.14693182963201,5,3,3,2,0,0,0,8
56,3044.0,225.82337649086284,1689.3541392904074,59.72010512483574,0.8370577397098939,0.9626818469323213,0.7140511376964579,84.78813234434445,46.388821614468284,0.3141318348256057,62.255450959525106,3162.0,3044.0,1,88.64536084872124,6,7,4,0,0,0,0,11
57,3075.0,259.51576464628795,1901.0962601626015,65.88975609756098,0.9108651623084182,0.8798283261802575,0.5931712962962963,102.1547303972842,42.15967383371078,0.30112248545116976,62.57165172872317,3495.0,3075.0,1,105.11898020814318,6,7,2,1,0,0,0,10
58,1196.0,166.94722215136417,1380.7759197324415,56.31772575250836,0.9140727383577042,0.8846153846153846,0.5845552297165201,64.27835930529046,26.068106565318388,0.08627216488916897,39.022999570807656,1352.0,1196.0,1,68.15423684555495,6,5,5,1,1,0,0,12
59,1709.0,176.095454429505,1589.0152135751903,51.153306026916326,0.764351425895469,0.8887155486219449,0.5897170462387854,60.20825471739717,38.82227599961346,-0.2684217759444737,46.64725481689563,1923.0,1709.0,1,63.0317380372777,8,6,9,0,0,0,0,15
60,1240.0,166.84062043356596,12.666129032258064,57.214516129032255,0.9296037809543592,0.943683409436834,0.6609808102345416,68.6463119785616,25.30031611151148,-0.09599919381231764,39.734330691124036,1314.0,1240.0,1,67.1863081289633,3,5,1,0,0,0,0,6
61,4575.0,277.8061325481597,889.2026229508197,75.11737704918033,0.7587857407861409,0.9403905447070915,0.6064422057264051,96.83892265710276,63.07509391459975,-0.5341409165201104,76.32215220473915,4865.0,4575.0,1,98.6154146165801,7,9,4,1,0,0,0,14
62,3011.0,221.3797256769669,47.863168382597145,64.41614081700432,0.6777689866530316,0.9613665389527458,0.6475268817204302,73.14399851427265,53.78094729546834,-0.4319315198833211,61.91707574811309,3132.0,3011.0,1,75.4254598925323,5,10,1,0,0,0,0,11
63,1650.0,177.95331880577405,121.76666666666667,56.14545454545455,0.6340125314353684,0.9581881533101045,0.5689655172413793,55.42491159807468,42.86134628523999,-1.194242373456407,45.83497844237541,1722.0,1650.0,1,62.96824596572466,1,1,0,0,0,0,0,1
64,3234.0,248.89444430272832,1511.5337043908473,72.71119356833643,0.8961210610492337,0.9534198113207547,0.6423038728897716,97.80698860347822,43.40768962318599,0.20154605029323502,64.16896981932557,3392.0,3234.0,1,97.01546268507923,7,7,1,1,0,0,0,9
65,784.0,143.04772721475248,391.8137755102041,41.682397959183675,0.958382467620654,0.8270042194092827,0.4666666666666667,61.32231731938655,17.506747880821187,1.3366793756720956,31.594616678674353,948.0,784.0,1,59.941638282582836,5,4,5,1,0,0,0,10
66,2040.0,179.33809511662426,559.3289215686275,56.115686274509805,0.738620896753549,0.9723546234509056,0.6649282920469362,63.10355823135735,42.53943603622707,-0.6807829574278161,50.964778732569144,2098.0,2040.0,1,66.03786792439622,4,6,3,0,0,0,0,9
67,972.0,133.36753236814712,862.6430041152263,49.58127572016461,0.8752230222283152,0.9671641791044776,0.5442329227323628,51.648842475445605,24.983557953213843,-0.6501560252757445,35.17938085701024,1005.0,972.0,1,54.405882034941776,5,3,4,1,0,0,0,8
68,3742.0,240.5512985522207,331.0988776055585,62.782202030999464,0.5444589905403678,0.9754953076120959,0.7033834586466166,76.96038632682524,64.55340717718967,1.2017689108180434,69.02508512417047,3836.0,3742.0,1,80.4114419718985,8,8,6,1,0,0,0,15
69,1483.0,152.99494936611666,440.0465273095078,54.153068105192176,0.7336937934924066,0.9636127355425601,0.6053061224489796,53.31317172959419,36.2252475395671,0.7998681784852811,43.45358724941183,1539.0,1483.0,1,55.226805085936306,6,3,4,4,0,0,0,11
71,1883.0,183.67514421272202,826.2841210833776,57.63197026022305,0.5049252354236754,0.9101014983083615,0.6837327523602034,54.655452647352725,47.17656897116989,1.4190059745490984,48.9643754451776,2069.0,1883.0,1,60.90155991434045,6,9,3,0,0,0,0,12
72,150.0,46.79898987322333,730.8133333333334,45.16,0.6742335595361999,0.9259259259259259,0.6787330316742082,16.273641889741445,12.018380445523492,0.2299482849789868,13.819765978853418,162.0,150.0,1,17.46424919657298,4,1,1,2,0,0,0,4
